Flight_ID,Day,Start_Time,End_Time,Duration_Min,Distance_Km,Payload_Kg,Status
FLIGHT-0350,2,23:02:37,23:04:40,2.05,1.23,0.75,Success
FLIGHT-0351,2,23:07:06,23:11:12,4.1,2.46,1.7,Success
FLIGHT-0352,2,23:15:49,23:19:44,3.92,2.35,1.1,Warning_HighWind
FLIGHT-0353,2,23:27:33,23:32:25,4.87,2.92,0.68,Success
FLIGHT-0354,2,23:37:03,23:39:43,2.67,1.6,0.94,Success
FLIGHT-0355,2,23:42:18,23:45:11,2.88,1.73,1.23,Success
FLIGHT-0356,2,23:50:03,23:53:18,3.25,1.95,0.67,Success
FLIGHT-0357,2,23:59:54,24:03:40,3.77,2.26,1.69,Success
FLIGHT-0358,2,24:07:40,24:11:14,3.57,2.14,1.86,Success
FLIGHT-0359,2,24:19:00,24:21:06,2.1,1.26,0.95,Success
FLIGHT-0360,2,24:25:52,24:30:43,4.85,2.91,1.71,Success
FLIGHT-0361,2,24:36:44,24:39:22,2.63,1.58,0.75,Success
FLIGHT-0362,2,24:43:20,24:47:18,3.97,2.38,0.64,Success
FLIGHT-0363,2,24:51:57,24:53:37,1.67,1,0.85,Success
FLIGHT-0364,2,24:59:50,0:03:52,4.03,2.42,1.98,Success
FLIGHT-0365,3,0:11:14,0:13:25,2.18,1.31,1.14,Success
FLIGHT-0366,3,0:20:04,0:24:41,4.62,2.77,1.73,Success
FLIGHT-0367,3,0:31:28,0:35:44,4.27,2.56,1.66,Success
FLIGHT-0368,3,0:40:27,0:44:07,3.67,2.2,1.1,Success
FLIGHT-0369,3,0:49:22,0:51:04,1.7,1.02,1.28,Success
FLIGHT-0370,3,0:53:30,0:57:39,4.15,2.49,1.31,Success
FLIGHT-0371,3,1:04:38,1:08:12,3.57,2.14,1.19,Success
FLIGHT-0372,3,1:13:03,1:14:34,1.52,0.91,1.04,Warning_HighWind
FLIGHT-0373,3,1:18:29,1:20:06,1.62,0.97,1.37,Success
FLIGHT-0374,3,1:26:52,1:29:08,2.27,1.36,0.8,Success
FLIGHT-0375,3,1:33:08,1:35:32,2.4,1.44,1.63,Success
FLIGHT-0376,3,1:37:34,1:41:27,3.88,2.33,1.07,Success
FLIGHT-0377,3,1:45:24,1:46:58,1.57,0.94,1.61,Success
FLIGHT-0378,3,1:53:43,1:57:41,3.97,2.38,0.64,Success
FLIGHT-0379,3,2:04:28,2:08:38,4.17,2.5,1.41,Success
FLIGHT-0380,3,2:12:59,2:15:04,2.08,1.25,0.95,Success
FLIGHT-0381,3,2:22:44,2:24:15,1.52,0.91,1.91,Success
FLIGHT-0382,3,2:29:14,2:33:53,4.65,2.79,1.17,Success
FLIGHT-0383,3,2:38:15,2:41:10,2.92,1.75,1.35,Success
FLIGHT-0384,3,2:43:58,2:46:09,2.18,1.31,1.31,Success
FLIGHT-0385,3,2:50:46,2:55:41,4.92,2.95,1.71,Success
FLIGHT-0386,3,2:58:53,3:02:45,3.87,2.32,1.1,Success
FLIGHT-0387,3,3:08:10,3:09:59,1.82,1.09,1.36,Warning_HighWind
FLIGHT-0388,3,3:16:11,3:18:34,2.38,1.43,0.97,Success
FLIGHT-0389,3,3:26:09,3:28:32,2.38,1.43,1.74,Success
FLIGHT-0390,3,3:30:56,3:34:46,3.83,2.3,1.05,Success
FLIGHT-0391,3,3:37:10,3:39:58,2.8,1.68,1.94,Success
FLIGHT-0392,3,3:43:33,3:46:34,3.02,1.81,0.97,Success
FLIGHT-0393,3,3:53:49,3:58:29,4.67,2.8,1.46,Success
FLIGHT-0394,3,4:01:28,4:05:28,4,2.4,0.73,Success
FLIGHT-0395,3,4:11:53,4:14:51,2.97,1.78,0.59,Warning_HighWind
FLIGHT-0396,3,4:17:46,4:22:42,4.93,2.96,1.98,Success
FLIGHT-0397,3,4:30:10,4:34:15,4.08,2.45,0.95,Success
FLIGHT-0398,3,4:40:26,4:43:32,3.1,1.86,1.26,Warning_HighWind
FLIGHT-0399,3,4:51:30,4:55:03,3.55,2.13,0.96,Success
FLIGHT-0400,3,5:00:53,5:05:20,4.45,2.67,0.7,Success
FLIGHT-0401,3,5:07:26,5:11:30,4.07,2.44,1.12,Success
FLIGHT-0402,3,5:14:55,5:18:37,3.7,2.22,0.52,Success
FLIGHT-0403,3,5:24:42,5:27:30,2.8,1.68,1.37,Success
FLIGHT-0404,3,5:30:34,5:32:16,1.7,1.02,0.52,Success
FLIGHT-0405,3,5:39:53,5:44:15,4.37,2.62,0.56,Success
FLIGHT-0406,3,5:49:25,5:53:23,3.97,2.38,1.77,Success
FLIGHT-0407,3,5:58:38,6:00:41,2.05,1.23,0.99,Success
FLIGHT-0408,3,6:06:33,6:11:02,4.48,2.69,1.79,Success
FLIGHT-0409,3,6:14:54,6:18:08,3.23,1.94,0.65,Success
FLIGHT-0410,3,6:22:17,6:24:46,2.48,1.49,0.61,Success
FLIGHT-0411,3,6:30:37,6:32:27,1.83,1.1,1.74,Success
FLIGHT-0412,3,6:38:00,6:42:49,4.82,2.89,0.84,Success
FLIGHT-0413,3,6:47:41,6:50:19,2.63,1.58,1.61,Success
FLIGHT-0414,3,6:57:51,7:02:40,4.82,2.89,0.63,Success
FLIGHT-0415,3,7:07:11,7:08:57,1.77,1.06,1.93,Success
FLIGHT-0416,3,7:14:44,7:18:32,3.8,2.28,1.96,Warning_HighWind
FLIGHT-0417,3,7:21:22,7:25:57,4.58,2.75,0.65,Success
FLIGHT-0418,3,7:33:16,7:37:03,3.78,2.27,0.53,Success
FLIGHT-0419,3,7:42:45,7:46:30,3.75,2.25,1.65,Success
FLIGHT-0420,3,7:49:18,7:51:23,2.08,1.25,1.42,Success
FLIGHT-0421,3,7:55:21,8:00:00,4.65,2.79,1.84,Success
FLIGHT-0422,3,8:07:46,8:09:17,1.52,0.91,1.4,Success
FLIGHT-0423,3,8:16:04,8:18:05,2.02,1.21,1.48,Success
FLIGHT-0424,3,8:23:07,8:27:57,4.83,2.9,1.06,Success
FLIGHT-0425,3,8:31:50,8:33:41,1.85,1.11,0.91,Warning_HighWind
FLIGHT-0426,3,8:38:34,8:41:56,3.37,2.02,1.47,Success
FLIGHT-0427,3,8:45:54,8:48:02,2.13,1.28,1.77,Warning_HighWind
FLIGHT-0428,3,8:52:30,8:56:05,3.58,2.15,1.76,Success
FLIGHT-0429,3,9:02:00,9:06:52,4.87,2.92,0.98,Success
FLIGHT-0430,3,9:14:39,9:16:37,1.97,1.18,1.59,Success
FLIGHT-0431,3,9:23:19,9:25:38,2.32,1.39,0.82,Success
FLIGHT-0432,3,9:32:15,9:36:35,4.33,2.6,1.64,Success
FLIGHT-0433,3,9:40:32,9:42:20,1.8,1.08,0.73,Success
FLIGHT-0434,3,9:49:00,9:52:37,3.62,2.17,1.15,Success
FLIGHT-0435,3,9:55:48,9:59:26,3.63,2.18,1.61,Success
FLIGHT-0436,3,10:05:09,10:07:42,2.55,1.53,1.7,Success
FLIGHT-0437,3,10:14:43,10:18:47,4.07,2.44,1.53,Success
FLIGHT-0438,3,10:22:12,10:25:11,2.98,1.79,1.76,GCS_Disconnect_RTL
FLIGHT-0439,3,10:29:11,10:33:22,4.18,2.51,1.64,Success
FLIGHT-0440,3,10:39:04,10:41:43,2.65,1.59,1.81,Warning_HighWind
FLIGHT-0441,3,10:45:54,10:47:43,1.82,1.09,1.67,Success
FLIGHT-0442,3,10:53:32,10:55:55,2.38,1.43,1.54,Success
FLIGHT-0443,3,11:02:14,11:06:51,4.62,2.77,1.69,Success
FLIGHT-0444,3,11:08:54,11:10:37,1.72,1.03,1.59,Success
FLIGHT-0445,3,11:16:50,11:18:43,1.88,1.13,1.51,Success
FLIGHT-0446,3,11:21:42,11:25:38,3.93,2.36,1.25,Success
FLIGHT-0447,3,11:29:26,11:32:11,2.75,1.65,1.68,Success
FLIGHT-0448,3,11:37:22,11:39:10,1.8,1.08,1.16,Success
FLIGHT-0449,3,11:44:12,11:48:07,3.92,2.35,1.06,Success
FLIGHT-0450,3,11:55:09,12:00:01,4.87,2.92,1.6,Success
FLIGHT-0451,3,12:05:18,12:06:51,1.55,0.93,1.24,Success
FLIGHT-0452,3,12:09:37,12:12:24,2.78,1.67,1.62,Success
FLIGHT-0453,3,12:19:48,12:22:18,2.5,1.5,1.97,Success
FLIGHT-0454,3,12:30:07,12:33:34,3.45,2.07,0.91,Success
FLIGHT-0455,3,12:39:38,12:43:34,3.93,2.36,0.89,Success
FLIGHT-0456,3,12:51:22,12:53:55,2.55,1.53,0.78,Success
FLIGHT-0457,3,13:00:15,13:03:24,3.15,1.89,0.7,Success
FLIGHT-0458,3,13:07:32,13:09:25,1.88,1.13,1.59,Success
FLIGHT-0459,3,13:16:40,13:19:57,3.28,1.97,0.7,Success
FLIGHT-0460,3,13:22:32,13:26:39,4.12,2.47,0.92,Success
FLIGHT-0461,3,13:31:21,13:35:53,4.53,2.72,1.86,Success
FLIGHT-0462,3,13:40:54,13:44:09,3.25,1.95,1.77,Success
FLIGHT-0463,3,13:49:56,13:54:29,4.55,2.73,0.57,Success
FLIGHT-0464,3,13:56:49,14:01:34,4.75,2.85,0.97,Success
FLIGHT-0465,3,14:06:13,14:11:05,4.87,2.92,1.95,Success
FLIGHT-0466,3,14:15:38,14:19:07,3.48,2.09,0.89,Success
FLIGHT-0467,3,14:22:28,14:25:06,2.63,1.58,1.48,Success
FLIGHT-0468,3,14:32:50,14:35:44,2.9,1.74,1.41,Success
FLIGHT-0469,3,14:40:41,14:44:07,3.43,2.06,0.84,Success
FLIGHT-0470,3,14:50:55,14:53:45,2.83,1.7,1.97,Success
FLIGHT-0471,3,14:56:27,15:00:45,4.3,2.58,1.69,Success
FLIGHT-0472,3,15:06:02,15:09:09,3.12,1.87,1.23,Success
FLIGHT-0473,3,15:13:00,15:15:26,2.43,1.46,1.5,Success
FLIGHT-0474,3,15:19:30,15:23:46,4.27,2.56,1.32,Success
FLIGHT-0475,3,15:26:44,15:30:31,3.78,2.27,1.97,Success
FLIGHT-0476,3,15:33:02,15:36:46,3.73,2.24,1.81,Success
FLIGHT-0477,3,15:42:19,15:46:11,3.87,2.32,0.81,Success
FLIGHT-0478,3,15:49:42,15:51:25,1.72,1.03,0.86,Success
FLIGHT-0479,3,15:53:50,15:57:12,3.37,2.02,0.54,Success
FLIGHT-0480,3,15:59:55,16:03:01,3.1,1.86,1.09,Success
FLIGHT-0481,3,16:09:39,16:12:37,2.97,1.78,1.1,Success
FLIGHT-0482,3,16:19:03,16:20:44,1.68,1.01,1.28,Success
FLIGHT-0483,3,16:25:27,16:28:21,2.9,1.74,0.97,Success
FLIGHT-0484,3,16:34:18,16:37:31,3.22,1.93,1.28,Success
FLIGHT-0485,3,16:43:53,16:46:42,2.82,1.69,1.79,Warning_HighWind
FLIGHT-0486,3,16:49:21,16:53:31,4.17,2.5,1.4,Success
FLIGHT-0487,3,16:58:26,17:01:42,3.27,1.96,0.97,Success
FLIGHT-0488,3,17:08:16,17:10:17,2.02,1.21,0.68,Success
FLIGHT-0489,3,17:14:25,17:16:57,2.53,1.52,1.23,Success
FLIGHT-0490,3,17:21:38,17:23:11,1.55,0.93,2,Warning_HighWind
FLIGHT-0491,3,17:27:18,17:29:14,1.93,1.16,1.53,Success
FLIGHT-0492,3,17:33:47,17:37:22,3.58,2.15,1.07,Warning_HighWind
FLIGHT-0493,3,17:43:46,17:47:11,3.42,2.05,1.88,Success
FLIGHT-0494,3,17:52:43,17:56:23,3.67,2.2,1.82,Success
FLIGHT-0495,3,18:00:58,18:05:37,4.65,2.79,1.58,Success
FLIGHT-0496,3,18:12:43,18:17:07,4.4,2.64,0.79,Success
FLIGHT-0497,3,18:21:36,18:23:22,1.77,1.06,1.76,Success
FLIGHT-0498,3,18:30:10,18:33:44,3.57,2.14,1.51,Success
FLIGHT-0499,3,18:38:19,18:40:35,2.27,1.36,0.76,Success
FLIGHT-0500,3,18:46:41,18:49:37,2.93,1.76,0.62,Success
FLIGHT-0501,3,18:56:39,18:58:46,2.12,1.27,1.04,Success
FLIGHT-0502,3,19:05:47,19:09:38,3.85,2.31,1.86,Success
FLIGHT-0503,3,19:15:49,19:18:35,2.77,1.66,1.85,Success
FLIGHT-0504,3,19:24:13,19:28:13,4,2.4,0.75,Success
FLIGHT-0505,3,19:32:34,19:35:43,3.15,1.89,1.07,Success
FLIGHT-0506,3,19:43:16,19:46:09,2.88,1.73,0.53,Success
FLIGHT-0507,3,19:49:50,19:53:49,3.98,2.39,1.79,Success
FLIGHT-0508,3,20:00:23,20:05:13,4.83,2.9,1.76,Warning_HighWind
FLIGHT-0509,3,20:08:25,20:11:58,3.55,2.13,1.74,Success
FLIGHT-0510,3,20:15:57,20:20:12,4.25,2.55,0.68,Success
FLIGHT-0511,3,20:26:36,20:29:09,2.55,1.53,1.35,Success
FLIGHT-0512,3,20:36:17,20:40:53,4.6,2.76,1.6,Success
FLIGHT-0513,3,20:47:16,20:48:47,1.52,0.91,1.5,Success
FLIGHT-0514,3,20:52:53,20:57:25,4.53,2.72,1.3,Success
FLIGHT-0515,3,21:03:52,21:05:56,2.07,1.24,0.9,Success
FLIGHT-0516,3,21:10:24,21:13:02,2.63,1.58,0.88,Success
FLIGHT-0517,3,21:18:22,21:23:00,4.63,2.78,0.55,Success
FLIGHT-0518,3,21:26:04,21:27:41,1.62,0.97,1.28,Success
FLIGHT-0519,3,21:30:56,21:35:19,4.38,2.63,1.66,Success
FLIGHT-0520,3,21:38:51,21:42:50,3.98,2.39,1.41,Success
FLIGHT-0521,3,21:47:26,21:51:54,4.47,2.68,0.86,Success
FLIGHT-0522,3,21:55:09,21:59:31,4.37,2.62,1.96,Success
FLIGHT-0523,3,22:07:17,22:11:49,4.53,2.72,1.98,Success
FLIGHT-0524,3,22:17:22,22:21:24,4.03,2.42,0.5,Success
FLIGHT-0525,3,22:28:06,22:31:51,3.75,2.25,0.86,Success
FLIGHT-0526,3,22:35:39,22:38:47,3.13,1.88,0.79,Success
FLIGHT-0527,3,22:45:58,22:50:24,4.43,2.66,1.27,GCS_Disconnect_RTL
FLIGHT-0528,3,22:55:33,22:59:18,3.75,2.25,0.56,Success
FLIGHT-0529,3,23:06:58,23:11:24,4.43,2.66,0.83,Success
FLIGHT-0530,3,23:17:16,23:18:54,1.63,0.98,1.73,Success
FLIGHT-0531,3,23:25:30,23:27:50,2.33,1.4,1.82,Success
FLIGHT-0532,3,23:33:01,23:34:41,1.67,1,0.57,Success
FLIGHT-0533,3,23:37:25,23:38:55,1.5,0.9,1.08,Success
FLIGHT-0534,3,23:42:43,23:44:24,1.68,1.01,1.51,Success
FLIGHT-0535,3,23:50:33,23:55:19,4.77,2.86,0.5,Success
FLIGHT-0536,3,24:00:53,24:05:19,4.43,2.66,1.41,Success
FLIGHT-0537,3,24:09:59,24:13:35,3.6,2.16,1.49,Success
FLIGHT-0538,3,24:16:58,24:20:20,3.37,2.02,0.61,Success
FLIGHT-0539,3,24:26:37,24:31:17,4.67,2.8,1.47,Success
FLIGHT-0540,3,24:37:42,24:41:33,3.85,2.31,1.45,Warning_HighWind
FLIGHT-0541,3,24:44:00,24:45:32,1.53,0.92,1.59,Success
FLIGHT-0542,3,24:50:17,24:53:57,3.67,2.2,1.3,GCS_Disconnect_RTL
FLIGHT-0543,4,0:00:24,0:04:36,4.2,2.52,1.17,Success
FLIGHT-0544,4,0:12:32,0:15:03,2.52,1.51,1.34,Success
FLIGHT-0545,4,0:21:56,0:23:53,1.95,1.17,1.08,Success
FLIGHT-0546,4,0:27:05,0:31:35,4.5,2.7,1.79,Success
FLIGHT-0547,4,0:38:22,0:43:06,4.73,2.84,1.18,Success
FLIGHT-0548,4,0:45:28,0:48:41,3.22,1.93,1.83,Success
FLIGHT-0549,4,0:52:38,0:55:47,3.15,1.89,1.09,Success
FLIGHT-0550,4,1:00:22,1:04:36,4.23,2.54,1.47,Success
FLIGHT-0551,4,1:07:22,1:11:19,3.95,2.37,1.01,Success
FLIGHT-0552,4,1:15:24,1:19:12,3.8,2.28,0.97,Success
FLIGHT-0553,4,1:24:07,1:27:32,3.42,2.05,1.37,Success
FLIGHT-0554,4,1:31:24,1:34:42,3.3,1.98,1.96,Success
FLIGHT-0555,4,1:37:48,1:40:32,2.73,1.64,0.7,Success
FLIGHT-0556,4,1:46:25,1:48:45,2.33,1.4,0.54,Success
FLIGHT-0557,4,1:51:14,1:55:33,4.32,2.59,1.85,Success
FLIGHT-0558,4,2:03:29,2:05:33,2.07,1.24,1.83,Success
FLIGHT-0559,4,2:12:17,2:15:03,2.77,1.66,1.41,Success
FLIGHT-0560,4,2:20:46,2:22:37,1.85,1.11,1.31,Success
FLIGHT-0561,4,2:27:18,2:30:36,3.3,1.98,1.64,Success
FLIGHT-0562,4,2:33:17,2:36:24,3.12,1.87,0.89,Success
FLIGHT-0563,4,2:38:44,2:40:57,2.22,1.33,1.75,Success
FLIGHT-0564,4,2:47:36,2:51:10,3.57,2.14,1.17,Success
FLIGHT-0565,4,2:57:42,3:00:50,3.13,1.88,1.82,Success
FLIGHT-0566,4,3:06:59,3:08:47,1.8,1.08,0.8,Success
FLIGHT-0567,4,3:13:11,3:16:21,3.17,1.9,1.31,Success
FLIGHT-0568,4,3:20:17,3:23:24,3.12,1.87,1.58,Success
FLIGHT-0569,4,3:27:52,3:31:40,3.8,2.28,1.32,Success
FLIGHT-0570,4,3:34:25,3:36:06,1.68,1.01,1.95,Warning_HighWind
FLIGHT-0571,4,3:39:53,3:42:14,2.35,1.41,1.8,Success
FLIGHT-0572,4,3:45:55,3:48:39,2.73,1.64,0.8,Success
FLIGHT-0573,4,3:54:01,3:58:42,4.68,2.81,1.24,Success
FLIGHT-0574,4,4:04:20,4:07:11,2.85,1.71,1.17,Success
FLIGHT-0575,4,4:11:53,4:14:10,2.28,1.37,1.99,GCS_Disconnect_RTL
FLIGHT-0576,4,4:21:46,4:25:08,3.37,2.02,0.95,Success
FLIGHT-0577,4,4:32:30,4:37:06,4.6,2.76,0.55,Warning_HighWind
FLIGHT-0578,4,4:42:33,4:45:56,3.38,2.03,1.22,Success
FLIGHT-0579,4,4:48:49,4:52:36,3.78,2.27,0.7,Success
FLIGHT-0580,4,4:57:49,5:02:07,4.3,2.58,0.92,Success
FLIGHT-0581,4,5:09:09,5:13:21,4.2,2.52,2,Success
FLIGHT-0582,4,5:20:47,5:22:46,1.98,1.19,0.52,Success
FLIGHT-0583,4,5:24:46,5:28:38,3.87,2.32,0.71,Success
FLIGHT-0584,4,5:32:45,5:37:35,4.83,2.9,1.65,Success
FLIGHT-0585,4,5:41:18,5:43:10,1.87,1.12,1.23,Success
FLIGHT-0586,4,5:51:07,5:53:51,2.73,1.64,1.02,Success
FLIGHT-0587,4,5:58:43,6:00:46,2.05,1.23,0.51,Success
FLIGHT-0588,4,6:03:51,6:08:08,4.28,2.57,0.67,Success
FLIGHT-0589,4,6:16:05,6:20:42,4.62,2.77,0.72,Success
FLIGHT-0590,4,6:27:31,6:29:39,2.13,1.28,1.1,Success
FLIGHT-0591,4,6:32:33,6:34:29,1.93,1.16,0.53,Success
FLIGHT-0592,4,6:40:21,6:44:28,4.12,2.47,1.97,Success
FLIGHT-0593,4,6:51:40,6:53:34,1.9,1.14,0.68,Success
FLIGHT-0594,4,6:56:47,6:58:26,1.65,0.99,1.73,Success
FLIGHT-0595,4,7:00:39,7:05:06,4.45,2.67,1.57,Success
FLIGHT-0596,4,7:07:27,7:09:26,1.98,1.19,1.28,Success
FLIGHT-0597,4,7:11:37,7:15:05,3.47,2.08,0.74,Success
FLIGHT-0598,4,7:19:11,7:21:55,2.73,1.64,0.91,Success
FLIGHT-0599,4,7:27:55,7:30:57,3.03,1.82,0.57,Success
FLIGHT-0600,4,7:38:39,7:41:36,2.95,1.77,1.76,Success
FLIGHT-0601,4,7:48:55,7:53:01,4.1,2.46,1.9,Success
FLIGHT-0602,4,7:57:17,8:01:21,4.07,2.44,1.8,Success
FLIGHT-0603,4,8:08:27,8:12:17,3.83,2.3,1.13,Success
FLIGHT-0604,4,8:17:15,8:21:29,4.23,2.54,0.67,Success
FLIGHT-0605,4,8:28:44,8:32:13,3.48,2.09,1.51,Success
FLIGHT-0606,4,8:38:07,8:39:49,1.7,1.02,0.77,Success
FLIGHT-0607,4,8:46:29,8:49:32,3.05,1.83,0.9,Success
FLIGHT-0608,4,8:56:24,8:58:35,2.18,1.31,0.66,Success
FLIGHT-0609,4,9:01:15,9:04:23,3.13,1.88,1.19,Success
FLIGHT-0610,4,9:10:18,9:13:32,3.23,1.94,0.58,Success
FLIGHT-0611,4,9:17:11,9:19:11,2,1.2,1.58,Success
FLIGHT-0612,4,9:26:20,9:30:53,4.55,2.73,1.47,Success
FLIGHT-0613,4,9:36:49,9:41:00,4.18,2.51,1.09,Warning_HighWind
FLIGHT-0614,4,9:43:02,9:44:59,1.95,1.17,1.96,Success
FLIGHT-0615,4,9:52:08,9:56:39,4.52,2.71,1.37,Success
FLIGHT-0616,4,9:58:51,10:01:17,2.43,1.46,1.73,Success
FLIGHT-0617,4,10:08:19,10:10:41,2.37,1.42,1.53,Success
FLIGHT-0618,4,10:16:58,10:19:48,2.83,1.7,0.69,Success
FLIGHT-0619,4,10:23:38,10:26:49,3.18,1.91,1.3,GCS_Disconnect_RTL
FLIGHT-0620,4,10:31:39,10:35:41,4.03,2.42,1.95,Success
FLIGHT-0621,4,10:43:20,10:46:48,3.47,2.08,1.66,Success
FLIGHT-0622,4,10:51:53,10:56:46,4.88,2.93,0.69,Success
FLIGHT-0623,4,11:02:27,11:06:38,4.18,2.51,0.77,Success
FLIGHT-0624,4,11:11:10,11:13:12,2.03,1.22,1.61,Success
FLIGHT-0625,4,11:15:23,11:17:08,1.75,1.05,1.35,Success
FLIGHT-0626,4,11:22:55,11:26:15,3.33,2,1.51,Success
FLIGHT-0627,4,11:31:51,11:36:40,4.82,2.89,0.81,Success
FLIGHT-0628,4,11:41:16,11:44:23,3.12,1.87,1.4,Success
FLIGHT-0629,4,11:50:00,11:51:33,1.55,0.93,1.94,Warning_HighWind
FLIGHT-0630,4,11:55:08,11:59:35,4.45,2.67,1.47,Success
FLIGHT-0631,4,12:01:51,12:04:19,2.47,1.48,1.59,Success
FLIGHT-0632,4,12:06:43,12:10:30,3.78,2.27,0.97,Success
FLIGHT-0633,4,12:18:29,12:21:06,2.62,1.57,1.08,Success
FLIGHT-0634,4,12:23:54,12:28:18,4.4,2.64,1.88,Success
FLIGHT-0635,4,12:31:04,12:35:12,4.13,2.48,1.56,Success
FLIGHT-0636,4,12:37:16,12:40:09,2.88,1.73,1.45,Success
FLIGHT-0637,4,12:45:54,12:47:38,1.73,1.04,1.03,Warning_HighWind
FLIGHT-0638,4,12:54:31,12:57:02,2.52,1.51,1.71,Success
FLIGHT-0639,4,13:02:44,13:04:16,1.53,0.92,0.75,Success
FLIGHT-0640,4,13:10:10,13:13:27,3.28,1.97,1.77,Warning_HighWind
FLIGHT-0641,4,13:15:37,13:18:41,3.07,1.84,0.86,Warning_HighWind
FLIGHT-0642,4,13:26:35,13:28:52,2.28,1.37,1.11,Warning_HighWind
FLIGHT-0643,4,13:36:23,13:40:11,3.8,2.28,1.19,Warning_HighWind
FLIGHT-0644,4,13:48:08,13:51:35,3.45,2.07,0.52,Success
FLIGHT-0645,4,13:58:19,14:00:47,2.47,1.48,1.03,Success
FLIGHT-0646,4,14:08:22,14:13:05,4.72,2.83,1.95,Success
FLIGHT-0647,4,14:20:56,14:23:59,3.05,1.83,1.46,Success
FLIGHT-0648,4,14:27:26,14:30:21,2.92,1.75,1.78,Success
FLIGHT-0649,4,14:32:56,14:36:06,3.17,1.9,1.07,Success
FLIGHT-0650,4,14:41:41,14:46:00,4.32,2.59,0.98,Success
FLIGHT-0651,4,14:49:30,14:51:21,1.85,1.11,1.14,Success
FLIGHT-0652,4,14:55:41,15:00:03,4.37,2.62,0.68,Success
FLIGHT-0653,4,15:04:37,15:06:40,2.05,1.23,1.99,Success
FLIGHT-0654,4,15:12:40,15:15:16,2.6,1.56,1.09,Success
FLIGHT-0655,4,15:19:08,15:22:20,3.2,1.92,1.37,Success
FLIGHT-0656,4,15:26:15,15:29:17,3.03,1.82,1.35,Success
FLIGHT-0657,4,15:33:10,15:34:40,1.5,0.9,0.79,Warning_HighWind
FLIGHT-0658,4,15:41:05,15:43:33,2.47,1.48,0.83,Success
FLIGHT-0659,4,15:50:10,15:53:17,3.12,1.87,1.52,Success
FLIGHT-0660,4,15:59:32,16:03:20,3.8,2.28,1.34,Success
FLIGHT-0661,4,16:07:08,16:11:45,4.62,2.77,1.15,Warning_HighWind
FLIGHT-0662,4,16:15:57,16:19:55,3.97,2.38,1.64,Success
FLIGHT-0663,4,16:25:56,16:29:21,3.42,2.05,0.81,Success
FLIGHT-0664,4,16:33:12,16:36:24,3.2,1.92,0.55,Success
FLIGHT-0665,4,16:42:54,16:47:08,4.23,2.54,1.19,Success
FLIGHT-0666,4,16:52:16,16:56:29,4.22,2.53,1.54,Success
FLIGHT-0667,4,17:03:51,17:05:54,2.05,1.23,1.81,Success
FLIGHT-0668,4,17:12:32,17:15:50,3.3,1.98,0.56,Success
FLIGHT-0669,4,17:23:02,17:27:39,4.62,2.77,1.28,Success
FLIGHT-0670,4,17:31:21,17:35:36,4.25,2.55,0.52,Success
FLIGHT-0671,4,17:43:17,17:45:33,2.27,1.36,0.79,Success
FLIGHT-0672,4,17:51:31,17:55:49,4.3,2.58,1.77,Success
FLIGHT-0673,4,18:00:58,18:04:08,3.17,1.9,1.57,Success
FLIGHT-0674,4,18:06:54,18:10:21,3.45,2.07,1.11,Success
FLIGHT-0675,4,18:17:30,18:21:28,3.97,2.38,0.72,Success
FLIGHT-0676,4,18:26:49,18:28:50,2.02,1.21,0.75,Success
FLIGHT-0677,4,18:33:08,18:34:47,1.65,0.99,1.22,Success
FLIGHT-0678,4,18:38:37,18:42:39,4.03,2.42,0.69,Success
FLIGHT-0679,4,18:47:49,18:50:09,2.33,1.4,1.05,Warning_HighWind
FLIGHT-0680,4,18:53:52,18:55:36,1.73,1.04,1.57,Success
FLIGHT-0681,4,19:00:22,19:03:57,3.58,2.15,1.02,Success
FLIGHT-0682,4,19:07:09,19:10:59,3.83,2.3,0.82,Success
FLIGHT-0683,4,19:18:35,19:21:07,2.53,1.52,1.65,Success
FLIGHT-0684,4,19:26:18,19:28:52,2.57,1.54,0.97,Success
FLIGHT-0685,4,19:36:43,19:40:20,3.62,2.17,1.86,Success
FLIGHT-0686,4,19:43:37,19:46:04,2.45,1.47,1.42,Success
FLIGHT-0687,4,19:51:39,19:54:07,2.47,1.48,1.25,Success
FLIGHT-0688,4,19:58:54,20:01:46,2.87,1.72,1.14,Success
FLIGHT-0689,4,20:03:58,20:06:31,2.55,1.53,1.57,Warning_HighWind
FLIGHT-0690,4,20:09:13,20:14:04,4.85,2.91,1.71,Success
FLIGHT-0691,4,20:16:05,20:19:34,3.48,2.09,1.72,Success
FLIGHT-0692,4,20:24:59,20:29:32,4.55,2.73,1.9,Success
FLIGHT-0693,4,20:34:30,20:39:29,4.98,2.99,0.87,Success
FLIGHT-0694,4,20:41:40,20:45:15,3.58,2.15,1.09,Success
FLIGHT-0695,4,20:48:51,20:50:25,1.57,0.94,1.6,Success
FLIGHT-0696,4,20:53:23,20:55:25,2.03,1.22,0.93,Success
FLIGHT-0697,4,21:00:41,21:04:13,3.53,2.12,0.58,Success
FLIGHT-0698,4,21:08:33,21:11:26,2.88,1.73,1.51,Success
FLIGHT-0699,4,21:15:33,21:17:56,2.38,1.43,1.4,Warning_HighWind
FLIGHT-0700,4,21:25:14,21:30:05,4.85,2.91,1.87,Success
FLIGHT-0701,4,21:35:26,21:37:12,1.77,1.06,0.65,Success
